"cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth"
8,0,75,16.8,12.8,12.6,0,102050,0
5,9.8,258,13.5,13.8,10.7,0,102010,0
6,2.7,149,18.7,10.8,8.2,5.3,101450,0
7,0.2,88,21.2,14.6,10.4,0,100780,0
6,2.9,154,23.9,15.5,9.8,0,101000,0
1,11.9,289,23.4,16.8,9.7,0,101380,0
2,8.5,245,22.4,17.2,10.9,0,101490,0
1,12.9,304,21,16.2,9.9,0,101500,0
2,14.2,321,11.5,14,6.9,1.1,101280,0
8,0,78,13.7,9.4,7.3,0,101470,0
5,8.5,248,16.1,10.2,6.8,0,101880,0
4,8.8,253,17.8,9.6,3.2,0,102610,0
3,6.2,215,18.6,12.4,6.9,0,102900,0
2,14.1,324,17.1,13,7.5,0,102390,0
7,0.6,106,18.9,13.3,9.5,0.5,101320,0
5,10.8,283,21,14.1,9.3,0,101360,0
7,4.1,182,18.1,16.4,11.9,0,101460,0
6,3.8,177,19.8,14.8,11.5,0.1,101150,0
4,8.9,258,19.5,13.6,7.3,0,101200,0
4,12.2,303,16.4,14,8.5,1.5,100480,0
6,5.8,212,15.5,13.4,10.4,0.7,99790,0
6,2.3,149,17.8,12.8,10,8,100030,0
7,2.4,152,19.4,13.9,10,0,100660,0
6,6.2,221,17.6,13.1,6.8,0.3,101380,0
7,0,79,17.4,14.6,11.5,0,101410,0
5,5.2,206,15.8,12.8,8.2,8.8,100850,0
6,4.7,198,16.1,12.4,8.9,8.3,100990,0
6,3,167,17.5,11.6,7.1,0,102010,0
6,5,203,18.6,13.6,9.7,0,102150,0
5,8.9,263,16.9,13.1,7.6,1.8,101770,0
8,0,80,13.6,13.6,10.3,9.4,101870,0
8,0,80,14.1,12.8,11.9,0.2,101910,0
8,0,81,16.3,12.8,11.5,0,101870,0
7,0,81,19.5,13.3,10.3,0,101690,0
5,8.5,258,23.3,15,10.6,0,101730,0
4,11.1,294,23.2,17.4,11.4,0,101790,0
6,14.7,340,20.8,16.6,10,0,101910,0
5,8.4,257,20.2,16,11.1,0,101970,0
7,4.5,196,16.4,16.4,12.5,0,101930,0
8,0,81,19.8,13.9,11.4,0.1,102080,0
4,10.1,281,25.1,15.4,11.1,0,102310,0
4,11.5,300,23.7,18.4,11.8,0,102460,0
6,1.5,135,23.5,18.3,12.9,2,102280,0
6,2.3,154,21.2,18.5,13.5,0,101940,0
4,14.1,333,24.7,17.4,13.5,0,102550,0
3,14.5,337,21.3,17.6,10.4,0,102700,0
6,0.9,119,23.5,16.9,12.5,0,102510,0
6,9.6,274,20.3,19,14.6,0.1,102190,0
7,1.7,140,16.7,17.8,15.4,0,101850,0
8,0,81,17.3,14.4,12,4.9,101690,0
8,0,81,21.9,14.8,12.2,2.4,101220,0
6,5.2,207,25.2,17.8,13.8,0,101010,0
6,8.3,255,20.1,19.5,13.8,6,100660,0
6,4.1,188,19,17.5,14.9,0.8,99790,0
4,10.2,281,16.5,14.8,10.7,2.8,99560,0
6,1.9,143,17.1,12.6,8.6,13.5,98890,0
7,0.9,118,21.4,14.9,12.7,5.9,99340,0
6,7.6,243,19.5,16.8,12.3,8.2,100200,0
5,8.1,250,19.4,15.6,11.8,1.4,100930,0
5,7.9,247,20.2,15.8,12.2,0,101430,0
6,9.2,265,19.9,15.8,11.4,0,101470,0
6,6.3,222,18.6,14.8,9.7,0,101830,0
8,0,79,20.7,16.6,14.5,2.7,101480,0
3,12.8,310,20.5,16.2,11.6,1.5,101590,0
6,3.8,179,19.5,15.4,10.3,5.6,101790,0
7,2.7,158,17.6,16,12.6,4,100540,0
6,1.4,128,20.3,13.8,10.1,0.5,101270,0
5,6.6,224,18.1,16.6,12.9,0,102010,0
6,3.1,164,19.9,13.6,9.2,10.5,101870,0
7,1.9,139,22.6,17.2,14.5,0.2,101290,0
4,9.5,263,20.7,17.8,12.9,0,101700,0
5,5.7,208,21.7,15.2,9.6,0.2,101750,0
7,3.5,170,23,18.2,14.7,0.2,101720,0
8,1.8,135,21,18.8,14.6,5.5,101430,0
8,0.1,84,21.7,18.6,16.2,8.4,100950,0
7,0.5,100,20.8,18.7,15.7,0.1,100570,0
3,11.1,280,21,16.2,11.5,0,101080,0
6,3.5,167,21.2,17.1,13.2,0.4,101360,0
4,8.4,242,21,16.6,11.9,0.2,101600,0
5,8.4,242,17.5,15.8,10.6,0.2,101980,0
7,0,73,18.9,15.5,13.5,0,101340,0
3,12.7,294,19.5,14.6,10.3,0.7,101300,0
5,6.4,211,20.3,14.8,10.2,1.1,101820,0
7,1.6,125,19.7,16,11.8,1.6,101970,0
7,2.5,144,19.5,15.4,11.1,0,101950,0
7,0.8,104,20.9,15.4,11.2,7.3,101810,0
3,9.9,255,21.1,15,9.2,0,101900,0
5,4.2,172,22.5,16,10.9,0,101880,0
5,8.6,236,27.4,18.5,14.5,0,102080,0
0,13.7,297,29.1,19.4,11.4,0,102140,0
2,13.5,293,26.6,21.8,14.4,0,101950,0
4,7.7,221,23.8,20.2,13.7,0.2,101560,0
7,7.6,218,20.2,19.9,16,0,101550,0
6,2.5,137,20.1,16.3,12.4,0,101220,0
7,3.9,161,22.1,16,12,0.5,101250,0
5,7.6,215,20,18.2,14.3,0,100950,0
6,0.5,89,22.6,15.6,11.3,0,101520,0
6,5.9,189,22.6,18.6,14.6,0.1,101100,0
5,10.7,250,24,16.6,10.7,0,101620,0
1,13.5,280,26.9,17.8,11.5,0,102040,0
3,11.4,255,25.7,19.8,12.6,0,102070,0
6,7.2,202,21.7,19.6,13.6,4.6,101310,0
6,7,198,21.2,18.6,15.6,2.2,100230,0
5,8.1,211,16.9,17,12.8,1.5,100250,0
8,0.1,70,19.5,15,13,0.5,101110,0
5,7.7,204,19.1,15,10.4,0,101930,0
7,2,117,20.8,15.4,11.7,1.1,101710,0
6,2.7,129,19,17.4,13.9,1.1,100420,0
5,7.1,192,19.3,14,9,0,100770,0
7,1.1,96,22.1,14.8,10.2,0,101030,0
7,2.8,128,18.7,18.4,14.8,0,101080,0
6,3.1,132,20.6,16.8,15,0.5,100520,0
4,9.8,218,21,14.6,8.5,0,100860,0
6,5.7,167,20.1,16,10.9,13.1,101170,0
5,6.1,171,18.9,16.9,13.7,28.2,100820,0
7,2.9,120,17.2,15.6,12.2,4.1,99150,0
5,7.4,177,19.2,14.2,11.3,2.7,99340,0
4,7.8,180,20,15.1,11,0,100210,0
5,9.9,201,22.1,14.6,9.3,0.5,101300,0
6,6.4,161,24.1,16.9,11.7,0,101800,0
3,7.7,175,26.2,17.1,10.1,0,102550,0
0,11.2,209,25.7,19.4,12.7,0,102520,0
3,8.6,181,22.8,20.2,14.7,0,101820,0
4,9.8,192,23,18.3,13.8,0,101970,0
4,8,172,19.1,16.9,10.8,0,102350,0
4,4.6,132,18.6,15.8,12.5,0.1,102210,0
4,5.2,138,14.9,13.3,8,0.4,101710,0
5,2.6,103,14.7,12,9.1,0.3,101610,0
7,0.1,54,16.1,12.8,10.8,0,102510,0
6,4,119,19.6,12.8,9.4,0.3,103140,0
6,7.5,157,18.4,15.2,10.7,0,102890,0
7,0,46,18.3,15.5,12.6,0,102920,0
5,4,116,17.4,15,11.8,0,103120,0
2,5.5,131,13.4,12.1,6.8,0,103270,0
5,0,44,17.6,10.2,6.9,0,102810,0
7,0,44,19.6,13,8.5,0,101670,0
7,2.3,89,17,16,12.4,3.6,100620,0
4,8.8,158,16.5,13.6,10.2,0,100050,0
8,0,42,20.5,13.5,10.5,2,100860,0
7,1.1,68,19.1,17.2,14,0,101560,0
7,0.1,46,17.2,17,15,1.7,101730,0
8,0,40,16.7,16.3,15.4,9.3,101370,0
5,3.2,94,15.7,14.4,12,2.8,100460,0
2,9.1,150,15,11.3,6.9,0,101600,0
1,10,155,16,9.5,4,0,102890,0
4,8.6,142,17.1,9.2,2.4,0,103200,0
2,9.1,144,17.6,10,2.9,0,102830,0
6,2.1,75,16.6,12.6,7.6,0,102200,0
7,0,36,15.9,13.3,10,2,101170,0
5,3.3,87,15.4,13.1,10.3,8,100220,0
6,4.9,102,13.3,12.7,10,3,99480,0
3,6.5,115,14.7,11,8.7,0,99510,0
6,0.1,38,13.7,10.6,6.5,20.2,100360,0
7,1.1,56,13.9,11.4,9.2,9.6,99340,0
1,9.9,136,13.3,9.4,4.8,0,101010,0
6,0.8,50,15.4,8.8,4.4,2.9,100670,0
6,2.9,75,14.5,12.2,9,2.3,100120,0
6,1.1,53,17.5,11.1,7.7,0,100890,0
5,2.6,70,14.6,12.9,8.3,0,101610,0
8,0,30,15,12.9,11.2,0,102520,0
8,0,30,14.8,14,13,0,102460,0
8,0,29,19,13.8,12.8,0.3,101770,0
8,0.1,33,19.3,15.8,12.5,0.8,100590,0
7,2,59,16.3,16,12.7,2.1,100450,0
6,3.9,76,17,14,11.8,0.1,101400,0
4,4.9,83,17.5,11.2,5.3,0.1,102110,0
6,6.1,90,16.3,12.3,7.1,0,102120,0
7,0.5,37,16.5,13.6,11,0.5,101480,0
7,2.2,56,16.5,13.5,10.5,4.4,101820,0
8,0.1,29,18.1,14.3,12.1,0,101960,0
7,0.8,40,16.8,15.4,12.8,0,100840,0
4,3.2,62,15.3,15,13.3,0,100610,0
5,7.5,92,11.1,12.2,9.1,0,101930,0
2,8.2,95,10.6,7.4,3.6,0,103130,0
2,8.7,96,10.7,5.8,0.9,0,103100,0
1,8.8,95,12.2,5.7,0.7,0,102850,0
3,8.1,90,11.1,5.4,-1.4,0,102450,0
4,3.4,59,8.9,5.7,0.3,0,102620,0
2,8.3,89,7.7,4.9,0.9,0,103140,0
0,8.6,89,9.8,3.4,-0.9,0,102730,0
5,5.3,69,9.4,3.6,-2.6,0,102440,0
4,0.6,31,11.7,4.8,0.1,0,102440,0
7,4.2,60,14.3,5.4,-1,0,102130,0
6,0,20,16,8.4,2.5,1.7,101280,0
7,0.2,24,16,10.8,5.5,0,100970,0
7,0.2,24,13.1,14.4,12.8,0,101260,0
6,0.4,26,12.1,11,8.9,0.3,102070,0
6,1.5,37,10.8,10.6,9,0,102370,0
4,7.6,73,11,6.9,3,0,103010,0
2,4.3,55,7.1,6.1,1.2,0,103430,0
4,0.1,20,12.2,3.4,-0.2,0,103270,0
4,5.8,61,13.8,6.8,1.4,0,102660,0
6,0,17,11,9.6,5.3,0.2,101660,0
7,0,17,6.5,9.8,8.5,0.2,102020,0
6,0,17,5.7,3.8,1.2,2.2,102660,0
6,2,36,4,3.2,0.7,0.5,101400,0
4,4.9,53,5.5,2.2,0.3,0,102530,0
3,6.4,60,6.9,0.8,-4,0.1,103020,0
1,6.1,58,7.1,2.2,-2.5,0,103160,0
4,1.7,33,4,1.8,-3.5,0,103170,0
7,0,15,6.3,0.8,-2.3,0,102690,0
7,0,15,7.3,2.7,-0.9,0,102510,0
4,5.7,53,11.5,3,-1.3,0.3,102810,0
8,0,15,12.3,5.6,-0.4,0.7,101740,0
7,0,14,13,9.2,6,9.7,100890,0
6,3.8,43,8,10.2,7.4,0.1,99440,0
5,0,13,3.7,4.1,0.2,0,100040,0
8,0,13,10,3.2,2.6,0.1,100340,0
7,0.3,17,9.2,5.4,0.8,5.4,100350,0
6,0,13,8,6.3,3.4,0.6,99730,0
5,1.5,26,7.6,6.7,5.4,0.1,100720,0
3,4,39,7,5.6,3.7,0,101830,0
3,2.9,34,10.6,3.4,-0.3,0,103250,0
7,0.1,14,13.1,5.9,1.2,0,103250,0
7,0,12,13.1,9.8,6.4,0,103040,0
5,6.2,48,11.1,9.9,6.7,0,103220,0
8,0.3,16,10.4,9.5,7.9,0.2,103330,0
3,5.8,46,10.8,9.1,7.8,0,103310,0
6,0,12,9.6,5.5,0.2,0,103690,0
7,0,12,8.8,7.6,5.5,0,103720,0
8,0,12,9.3,8,7.1,0,103350,0
7,0,12,8.1,7,4.8,0,102760,0
6,2.4,30,12,4.4,0.8,0,102970,0
6,0.2,15,12.2,7,2,0,102800,0
4,4.2,38,10,8.4,4.6,0.5,101720,0
6,0.2,15,12.1,6.2,2.5,0,102580,0
8,0,12,12.1,7.8,3.4,0,102600,0
7,0.3,16,13.5,10.8,9.5,0,102140,0
7,1,22,13.5,11.4,9.3,0,101160,0
6,0,12,12.1,11,8.6,0,101830,0
7,0,12,13.9,9,6,0.1,102510,0
7,0,12,12,11.9,9.9,1.9,102190,0
6,5.6,45,12.9,8.9,5.8,0,102460,0
6,2.5,31,9.8,10,7,0,103110,0
8,0,12,8.8,7.9,6,0,103540,0
6,0,13,9.2,7.4,6,0,103640,0
7,0,13,8.3,7.2,5.1,0,103860,0
7,0,13,8.2,7.4,6.6,0,103870,0
6,0,13,9.5,7.1,6,0,103550,0
8,0,13,11.2,6.2,3,0.4,102950,0
5,3.8,39,11.1,8,4.8,0,102530,0
5,0,13,10.7,6.2,1.2,3.7,102340,0
6,4,40,11.8,6.8,3,0,101480,0
7,0,13,10.4,9.8,7.9,0,102460,0
8,0,13,11.4,9,7.7,0,102250,0
8,0,14,8.3,10,8.7,0.2,101480,0
4,5.7,50,9.8,6.6,4.9,0,102040,0
5,5.6,50,9.8,4,-1.8,0.2,101990,0
5,0.9,24,12.4,5.1,0.4,5,101360,0
5,1.1,26,10,6.8,1.1,3.8,102590,0
5,7.3,59,11,7,4.1,0,102860,0
7,0,15,10.3,8.4,5.8,0,103490,0
6,1,26,9.8,9,7.6,1.5,103220,0
6,0.7,24,7.5,8.8,7.9,0.3,103190,0
0,6.1,56,4.6,3,-1.5,0,103770,0
2,0,16,8.2,0,-4.5,0.2,103450,0
6,0,16,10.2,3,-2.3,4.4,102680,0
6,2.7,40,9.3,6.6,3,2.1,101440,0
4,7.5,66,11.6,5,0.7,0,102950,0
5,1.9,36,8,6.4,1.2,0,103140,0
7,2.9,43,5.7,7.2,6.5,0,102920,0
8,0,17,11.1,4.2,2.6,0,102450,0
4,3.6,49,11.6,6.6,2.2,0,102430,0
6,0.4,24,10.1,8,4.4,0,102860,0
5,0,18,7.5,8.4,6.7,4,103190,0
3,3,47,8.7,2.9,-1.7,0.2,104290,0
5,0.9,31,7.5,3.4,-1.9,0,104350,0
6,0.1,22,4.4,4.7,1.9,0,104160,0
7,0,19,5.5,3.1,1.8,0,103560,0
5,0.5,28,10.6,2.4,-0.6,0,103420,0
5,4.4,60,11.9,5.7,0.8,0,102960,0
7,0.1,23,12.2,6.6,1.4,0.5,102340,0
6,1.7,42,15,10.2,8.1,0,102510,0
3,8.3,86,12.3,11.8,8.5,0,102840,0
4,5.2,69,12.1,10.5,8.7,0,102740,0
2,5,69,12,8.3,4.5,0,102550,0
2,6.7,81,9.6,7.1,2.2,0,101750,0
3,0.5,32,11.1,6.6,3.5,0,102330,0
3,5.9,78,11.2,4.5,-2.1,0.1,103570,0
5,3.5,62,10.7,6,0.7,0,103580,0
6,0.4,32,9.9,5.6,0.4,2.4,102860,0
4,6.1,83,11.5,6.6,3.4,0,103130,0
6,0.1,28,7.9,8.2,4.9,1.5,101720,0
3,3.2,63,12.6,3.3,-1.3,6.1,102140,0
8,0.1,29,13.5,6,-0.5,5.1,101220,0
8,0,26,13,8.6,3.6,0.2,100760,0
8,0,27,10.4,11.8,10.6,0.5,101570,0
5,7.5,100,10.6,8,5.6,0,102370,0
5,8.9,111,9.7,5.5,0.4,0.5,102490,0
7,0.4,37,8.5,6.6,3.5,2.4,101000,0
3,8.5,112,6.2,4.3,0.1,1.8,100310,0
7,0,29,6.1,4.1,2,2.5,98000,0
6,0.5,41,8.3,3.8,1.5,9.2,95960,0
7,4.3,83,9.6,4.6,1,6.3,96370,0
5,3.8,80,9.5,5.1,0.6,1.1,97880,0
3,8.6,120,8.8,4.9,0.3,0,98470,0
6,0.4,46,12.4,6,3.1,1.1,99330,0
5,2,70,11,7.2,2.1,5.5,99840,0
6,2.4,76,13,8.3,5.6,0.3,100080,0
6,0.8,55,15.7,8.2,3.5,0.5,101350,0
7,5.9,116,17.6,11.6,7.6,0,101540,0
6,4.4,102,9.6,13.2,8.7,0.4,101190,0
6,0.1,43,10.3,8.4,7.1,0,101790,0
4,5.6,118,11.4,4.9,-0.5,0.2,102120,0
8,0,39,11.9,7.6,3.7,1,101580,0
8,0,40,11.5,10.3,8.7,2.6,101550,0
7,1.9,78,10.6,9.2,7,0,102360,0
6,0,41,11.8,6.1,1.6,0.5,101420,0
4,8.5,154,11,8.7,5.6,0,101230,0
7,0,43,12.1,7.4,3.7,8,101190,0
7,3.7,106,6.8,9.1,6.1,6.2,99870,0
8,0,44,8.3,6.2,5.5,10,99470,0
5,4.9,123,10.7,5.6,2.8,0,101080,0
6,0,45,13.4,3.4,-4,0.7,101800,0
7,1.1,73,11.3,8.7,4,4,101200,0
6,6.9,150,11.5,7.4,3.6,11,100500,0
6,0.1,52,13.5,6.2,0.9,2.8,100750,0
5,2.6,100,11.1,8.9,4.3,0.5,100970,0
5,3.7,116,14.9,6,1,1.3,101840,0
7,2.3,98,11.7,10.2,5.4,0,100650,0
5,5,136,16.9,6.6,1.4,0,101770,0
5,8.2,174,18.8,11.7,6.5,0,101770,0
6,6.9,161,18.6,13.2,7.5,0,100860,0
7,3,113,15.1,13.4,8.2,0,101270,0
7,0.5,69,18.4,11.4,7.8,0,102170,0
2,10,201,18.8,12,5.7,0,102040,0
1,9.1,193,14.3,12,5.1,0,101710,0
5,7.4,175,11.8,11.4,8.5,4.5,101230,0
7,2.1,104,8,9.6,7.5,1.1,100680,0
6,6,161,6.9,6,3.9,0,101080,0
7,3.8,132,4.5,4.2,1.5,10.9,100610,0
8,0,56,7.9,2.6,0.8,11.5,99820,0
8,0,57,11.8,4.2,0.5,2.2,99770,0
4,8.7,200,12.9,7.4,3,0.4,100400,0
2,11.3,231,14.8,6.8,0.8,0,101150,0
6,6.1,170,14,7.8,0.7,0.5,100800,0
7,2.9,125,13.2,11.2,8.4,1.8,99640,0
7,2.9,126,14,10.1,7,8.2,99160,0
4,6.6,181,14,9.3,4.6,0.2,99370,0
6,7.9,199,14,10.5,7,0,99900,0
5,10,226,14.2,9.8,5.6,0,100970,0
3,11.2,242,12,8.4,2.6,0,101230,0
8,0.1,69,8.9,10.2,8.5,2.2,100630,0
8,0,64,13.6,7.8,6.8,0.1,101230,0
6,7,194,11.4,8.5,3.4,0,101690,0
4,6.1,183,10.4,7,2.5,0,101750,0
7,4.8,166,12.2,8.8,7.2,1.1,101670,0
4,5.9,183,12.3,7.8,3.5,0.2,101950,0
7,1.6,112,13.6,7.5,2.7,0,101940,0
8,0.4,84,6.6,10.2,6.8,0,101470,0
8,0,67,8.8,5.2,3.7,9.5,101050,0
7,2.9,140,11.4,5,1.2,0.1,100910,0
3,11.8,266,8.9,5.6,-0.2,6.3,101020,0
7,0.1,75,13.9,6.9,4.9,2.6,100710,0
3,12.8,280,10.1,7.9,1.9,0.2,102130,0
8,1.1,106,14.9,8.4,6.7,0.1,102130,0
7,3,145,16.3,10.6,6.2,0.5,102290,0
8,0.1,78,20.6,12.8,9.4,0,102280,0
3,11.9,275,22.9,15.2,9.8,0,102480,0
1,12.6,285,23.6,15.6,8.3,0,102570,0
0,12.9,290,25,16.5,9.4,0,102660,0
3,11.3,271,16.9,17.5,10,0,102780,0
5,13.2,296,19.1,13.4,9.8,0,103130,0
1,13.8,304,21.9,12.3,5.5,0,102810,0
4,12.6,291,19.6,14.4,7,0,102060,0
4,11.8,282,18.3,14.2,8.8,0,101110,0
6,10.3,264,18.1,12.8,7.2,0,101080,0
7,4.3,177,14.1,14.4,10.6,0.4,100210,0
6,6.6,214,15.9,10.4,6.6,1.2,99920,0
5,6.5,213,17.9,11.1,6.3,0,100950,0
7,1.7,129,21,13.8,9.7,0,102270,0
3,12.5,297,20.9,14.6,8.2,0,102840,0
5,11.6,286,22,15.4,10,0,102850,0
5,9.9,265,24.1,16.4,10.8,0,102800,0
5,7.6,233,24.5,17.8,11.4,0,102430,0
4,13,307,25.2,18.3,12.1,0,102390,0
4,11.4,287,27,18.6,12,0,102200,0
1,12.4,301,25.9,20.2,13.3,0,102030,0
3,10.5,277,29.4,20.6,15.4,0,101870,0
3,12.6,305,28.2,22.6,15.8,0,101720,0
5,3.7,174,18.5,22.8,17.4,10.5,101900,0
6,3,161,19.7,16,13.4,0,102390,0
4,12.7,308,19.2,15.1,10.5,0,102830,0
2,14.4,330,21.3,13.3,7.4,0,102840,0
1,14.8,336,22.6,14.2,7,0,102440,0
3,13.9,325,16.1,16.8,11,0,101880,0
5,8.5,253,16.2,13.2,10.3,0,101670,0
5,8,246,13.4,10.4,4.5,0,101660,0
7,1.5,133,15.9,10.8,8.3,0,101300,0
5,8.4,254,15.3,10.6,5.3,0,101470,0
6,2.5,156,16.2,10.4,5.6,0,101330,0
4,12.6,311,17.9,10.8,5.4,0,101620,0
5,7.8,246,12.4,11.4,4.9,2.5,101440,0
7,0.3,98,16.6,10.8,9.3,12.8,100690,0
6,5.8,216,16.3,13,9.4,0.1,101230,0
7,0.1,89,19.3,12.2,8,2,101540,0
7,7.6,245,22.2,14.2,9,0.1,101610,0
7,3.6,179,23.4,17.1,12,0,101440,0
6,9.9,278,28.6,17.3,11.2,0,102030,0
4,10.1,281,27.8,21.8,15.1,0,102240,0
5,12.1,307,27.7,21.6,15.4,0,102180,0
6,6.9,235,27.7,21.4,15,0,102320,0
6,10,280,27,21.6,15.5,0,102540,0
3,10.5,286,27.6,20.8,14.6,0,102660,0
5,10.9,292,26.6,21,14.5,0,102690,0
5,15.1,345,29.1,19.8,12.9,0,102780,0
2,14.6,339,30.2,21.2,13.3,0,102760,0
1,14.6,339,23,22.4,14.6,0,102500,0
4,10.8,291,19.6,18.7,14.4,0,102200,0
5,5.2,208,25.3,16.5,13.4,0,102200,0
1,14.8,341,25,18.6,11.8,0,101990,0
3,13.8,329,26.9,19,13,0,101780,0
1,15.2,346,23.5,19.4,11.9,0,101360,0
5,9.8,277,19.7,18.2,13,9.9,101050,0
7,5.6,214,18.7,16.6,13.4,1.9,100600,0
6,5.7,216,19,13.8,8.8,3.6,101390,0
6,5.4,211,21.3,15.4,11.7,2.4,101210,0
6,7.3,240,22.3,15.8,10.3,0.2,101520,0
7,2.7,161,20.1,18.4,14.6,0.1,100970,0
4,9.1,266,24.4,15.4,10.7,0,102250,0
2,14.5,335,25.5,17.5,10.6,0,102690,0
1,15.6,348,28.6,18.6,11.7,0,102620,0
2,12.5,310,31,21.3,14,0,102390,0
4,8.2,252,21,23.9,16.8,18,101800,0
8,0,80,24.6,19.6,18.2,1.6,101040,0
7,1.8,140,18.3,20.2,15.8,5.4,101310,0
8,0,79,24,16.7,15.1,0,102000,0
7,4.2,187,26,19,14.1,0,102360,0
4,10.3,279,22.6,21.2,16.5,0,102470,0
3,10.1,275,25,18.6,14.6,0,102360,0
2,13,312,22.5,18.8,12.5,0,102180,0
4,10.2,276,28.1,17,11.6,0,102370,0
1,14.8,332,25,19.8,11.5,0,102320,0
5,7.1,231,28.5,20.2,15.4,0,102600,0
5,10.6,279,25,21.2,13.8,0,102510,0
2,13.3,312,26.9,19.7,14.4,0,102380,0
2,14,320,29.8,20.2,13.5,0,102420,0
4,13.7,316,32.1,22.4,15.1,0,102170,0
6,8.6,250,34.2,24.7,17.3,0.3,101820,0
5,9.5,261,31.8,27,19.9,1.4,101470,0
3,11.5,286,30,25.6,19.4,0,101610,0
3,8.6,247,29.9,24.7,19.4,0,102090,0
2,10.2,268,27.4,23.4,17,0,102050,0
5,6.4,214,25.6,22.2,17.1,0,102090,0
5,8.9,249,25.7,19.6,13.5,0,102320,0
6,9.4,255,26.5,19.8,13.9,0,102270,0
6,8.6,243,18.7,20.4,14.4,5.1,101740,0
7,1.7,129,19.4,17.6,16.4,4.5,101050,0
5,5.7,200,22.1,15.4,11.3,0.3,101500,0
2,13.5,302,23,15.3,8.5,0,101560,0
4,9.2,248,26.4,16.7,10.4,0,101730,0
4,6.3,207,25.1,19.6,12.9,0,101730,0
1,13.5,298,26.9,18.2,11.3,0,101550,0
2,13.5,297,29.3,19.4,12,0,101010,0
6,11.5,272,27,21.9,14.5,0,100700,0
6,7.2,216,26.6,20.9,14.8,0,100930,0
5,7.5,219,26.1,20.7,14.8,0,101560,0
6,7.6,219,20.4,21,15.8,20.6,101450,0
7,0.8,100,24.2,18.4,16.4,18.1,100920,0
7,6.2,198,24.6,19.4,14.6,0,100430,0
5,6.8,205,22.2,19.6,14.6,0,100860,0
5,6.5,200,24.4,17.6,12.9,3.1,100790,0
5,7.4,211,24.2,19.5,14.6,1.8,100550,0
5,11.3,258,23.9,20.1,16,0,100690,0
6,6.4,195,22.4,20.2,16.6,0,101160,0
2,11,252,23,17.6,12.7,0.3,101800,0
3,13,273,27,16.6,10.1,0,102470,0
4,12.6,267,28.7,19,11.1,0,101860,0
2,13.4,274,25.8,21,13.2,0,101480,0
2,12.9,267,24.3,20.8,15.8,0,101970,0
5,7.3,200,24.9,17.9,11.5,0,102380,0
3,12.7,262,26.4,17.4,10,0,102650,0
4,11.8,250,21.5,19,11.5,0,102050,0
8,1,95,23.3,18.6,15.8,5.8,101450,0
7,2.2,119,19.1,18.7,14.1,5.7,100950,0
5,8.7,210,19.7,16.1,13.1,0,101420,0
2,12.5,251,19.7,14.3,8.9,0,102320,0
7,0,58,26.2,14.9,10.1,0,102020,0
5,6,172,20.1,20.4,14.7,0.3,101450,0
6,6.8,181,20.7,16,12,0,101900,0
4,10,209,18.4,15.2,9.7,0,102240,0
5,9.3,200,18.7,14.8,11.3,0,102410,0
4,7.4,177,21.2,13.2,7.8,0,102630,0
7,5.5,153,22.9,16.6,12,0,102490,0
4,9.2,194,25.7,17.7,12.5,0,102670,0
1,11.3,213,26.7,18.4,11.1,0,102580,0
1,10.3,202,22.6,19.8,12.8,0,102060,0
5,2.9,114,16.5,19.3,16,0.7,101610,0
8,0,52,19.7,15.3,14.1,0.8,101630,0
8,0.1,57,19.4,16.6,13.4,0,101670,0
8,0,50,21.2,17.8,16.2,0,101750,0
7,0.6,70,19.4,18.3,15.4,3.5,101620,0
7,0.5,67,16.7,16.6,13.7,0,101200,0
6,2.1,95,21.5,12.6,8.5,3.2,101140,0
7,0.4,63,22.2,16.6,11.6,1.2,100700,0
6,1.6,85,21.1,18.9,15.6,0.6,100910,0
6,0.1,52,23.9,19.3,17.5,0,100920,0
5,6.1,141,21,18.8,13.7,0.2,101000,0
5,9,168,22.4,17.8,14.6,0,101550,0
3,10.8,183,26.7,17,11.5,0,102100,0
1,9.4,168,19.4,19.4,12,0.1,101660,0
6,1.7,81,18.7,18.2,16.9,0,101180,0
7,3.1,100,22.1,14.6,10.4,0,101930,0
7,2.6,92,22.7,17.6,13,0,102260,0
4,6.5,134,20.4,16.6,10.6,0,102220,0
6,2.2,85,18.4,15.9,11.4,0.4,102210,0
7,1,66,16.9,16.6,14.9,0,102380,0
6,1.6,74,18.2,14.2,11.4,0,103140,0
4,5.8,122,15.6,13,7.8,0,103330,0
6,0.1,44,15.5,13.2,10.9,0.1,103310,0
8,0,39,16.4,13.9,12.3,0,103190,0
5,3.6,95,15.9,14.2,12,0,102910,0
6,1.9,74,19.9,10.7,5.5,0,102700,0
5,9.3,144,20.9,15.3,10.7,0,102320,0
3,4.7,102,16,13.7,6.5,4.2,101970,0
5,0,36,13.9,10.6,5.2,0,102140,0
7,0,35,15.4,12.3,10.7,1.7,101740,0
4,6.2,112,15.3,12,8.7,0,102100,0
6,1.5,63,16.2,11,6.8,0.2,102170,0
6,3.1,80,17.1,12.8,9.3,0.1,102280,0
7,2.5,73,19.5,13.9,10.7,0.4,102020,0
7,4.1,88,15.6,15.6,11.8,0,101900,0
6,2.1,66,14.8,14.3,13,0.1,101410,0
6,5.4,97,17.1,11.8,8.8,0,101490,0
7,4.5,88,18.1,10.9,4.7,0,102350,0
