"cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth"
7,5.5,207,22.2,20,15,0,102030,0
7,1.9,140,20.4,18.6,15.1,0.4,101800,0
7,1.1,120,20.8,17.7,15,0.4,101470,0
4,5.8,210,24.8,16.4,11.9,1.6,101960,0
3,11.7,292,24.9,19.5,14.2,0,102620,0
2,15.2,333,25.4,18.8,12.7,0,102610,0
1,14.3,322,26.7,19.8,14.3,0,102380,0
3,12.3,297,27.7,20.6,14.4,0,102090,0
6,8.1,241,24.4,21.6,15.6,0,101900,0
7,1.5,127,24,21,17.5,3.8,101330,0
4,12.1,292,21.4,18.8,13.7,0,101250,0
5,1.8,133,25.1,17.2,13.1,7.6,101540,0
6,10.9,275,25.8,20.6,16,0,101890,0
5,12.7,297,27.3,19.4,13,0,102240,0
5,14.1,312,24.4,21,14.8,1.2,102030,0
6,9.3,252,18.2,20,15.5,0.2,101710,0
8,0,73,24.2,16.6,15,6,101680,0
7,2.2,138,23.2,19.2,14.3,0,101390,0
6,9.6,253,21.5,19.2,15.2,0,101860,0
8,0.9,107,21.8,18.2,14.9,2.1,101890,0
7,2.5,143,22.8,18.4,15.1,9.5,101940,0
7,3.2,155,26.7,19.2,15.7,0,101860,0
7,3.4,158,26.8,21.4,16.1,31.6,101510,0
7,6.5,206,30.9,22.4,17.9,0,101560,0
2,12.1,277,28.5,24.2,17.4,0,101710,0
1,13.4,291,31.5,23.5,18.5,0,101930,0
3,11.7,270,29.6,24.8,18.2,0,101650,0
7,3.7,159,29.5,25.4,21.1,0,101540,0
6,5.2,182,27,23.8,18,2.4,102100,0
5,9.1,234,26.3,23.4,19.7,0,102150,0
3,12.9,278,28.4,20.5,14.7,0,102330,0
2,12.8,275,29.4,21.8,15.1,0,102170,0
1,11.3,257,24.8,23.2,16.9,0.2,101940,0
6,1.6,115,29.7,21.8,18.8,0,101860,0
5,10.2,241,31.1,23.8,17.8,0,101860,0
3,10.9,248,29.5,24.8,18.4,0,101810,0
5,3.9,154,26.9,23.8,18,0,101790,0
7,3.2,141,25.1,22.3,17.7,0,101770,0
7,0.6,87,27.1,22.5,19.9,0,101900,0
6,4,152,24.8,23.5,19.9,0,101500,0
7,3.7,147,22.3,22,19.3,7.3,101240,0
7,1.7,110,23.3,20,17.6,1.6,100950,0
5,9.6,222,19.7,17.6,11.8,0.2,101090,0
5,2.5,124,20.3,16.5,13.3,9.4,100050,0
5,6.1,176,20.9,16,11.6,0.4,99710,0
6,7.2,189,21.8,17.6,14.2,5.4,100770,0
7,3.5,137,24.8,18.1,14.4,0.4,100990,0
7,5,158,21.7,19.2,13.5,0,101170,0
6,7.2,178,21.9,18.4,15.1,0,101600,0
3,11.8,225,19.5,16.8,11.6,0,102020,0
7,0,55,21.8,17,14.4,1.8,101730,0
4,10.3,207,19.7,18.6,15.3,0,101760,0
6,1,84,20.9,16.2,12.6,0.4,101990,0
3,10.3,203,22.6,15.4,9.8,0,102350,0
6,5,143,22.5,18.3,14,0,102620,0
1,11.8,215,22,15.8,9.1,0,102680,0
2,11.7,212,21.2,17.2,12.5,0,102600,0
4,11.1,204,20.6,15.5,9.8,0,102500,0
7,2.1,98,20.1,16.2,11.7,0.4,101110,0
4,7.6,166,17.7,16.6,13,4,100570,0
2,11.2,200,19,12.3,6.9,0,101590,0
4,7.7,164,20.3,13,6.9,0,102490,0
6,4,120,22,14.6,9,0,102350,0
6,9.7,180,21.9,17,12,0,101900,0
5,5.9,140,25.1,16.3,10.7,0,102130,0
3,8.5,165,17.8,18,10.9,0.2,102250,0
8,0,46,18.8,16.8,15.8,0,102600,0
7,3.6,109,19.1,16.8,14.7,0,102840,0
4,10.4,177,21.4,14.2,9.3,0,102600,0
1,10.5,176,21.2,15,8.6,0,102550,0
1,10.4,174,20.4,15.6,9.9,0,102690,0
6,3,97,19.8,15.2,10,0,102730,0
6,2.1,84,22.1,17.6,15.4,0,102730,0
5,6.6,134,19.4,17.6,13.2,0,102570,0
7,0.1,46,19.9,16.5,13.6,0,101930,0
6,2.8,90,23.5,15,10.1,0,101710,0
7,3.7,100,21.6,17.8,12.1,0,102070,0
7,0.2,47,25.5,18.4,15.2,0,102380,0
4,7.5,134,19.7,20.8,16,0,101960,0
3,10.2,155,18.8,16.1,12.5,0,101980,0
6,4,98,20.4,15.1,11.4,0,102150,0
3,6.6,122,17.8,15.4,10.4,0,102110,0
4,0.5,50,21.6,13.8,9.8,0,101490,0
6,5,104,17.3,16,10.5,7.8,100230,0
6,5,103,18.5,14.4,11.5,4,99730,0
8,0,35,19.4,15.3,12.1,4.4,99840,0
7,0.9,54,17.7,16.6,13.8,5.6,100020,0
3,8.9,131,11.9,14.1,10.5,0,100450,0
7,0,33,12.6,10.6,9.4,12.8,100320,0
6,7.9,120,12.1,10.9,9.2,0,101210,0
5,4.2,88,13.3,9.2,6.3,0.4,102020,0
6,0.1,35,13.9,8,2.6,9.6,102430,0
8,0,31,17.3,9.6,5.4,0,101180,0
7,0,30,19.5,13.8,10.2,0.2,101220,0
7,5.9,97,22.5,16.2,12.8,0,101160,0
3,9.7,123,22.8,17,11.6,0.1,101710,0
2,7.2,104,13.6,16.4,10,0,101630,0
8,0,28,13,12.5,11.4,0,101770,0
2,9.4,116,13.9,10.8,8.6,0,101850,0
2,9,111,13.8,8.6,3.2,0,101520,0
4,7.6,101,12,9.5,5.2,0,101870,0
5,6.2,90,12.1,9.6,7.1,0,102740,0
3,9.2,108,12.7,6.6,1.2,0,102970,0
5,6.9,92,13.3,6.4,0.1,0,102700,0
5,2.2,55,9.8,8.4,3.6,0,102760,0
0,9.5,105,11.8,5.9,2,0,103430,0
1,9.1,101,10.6,5.2,-1.5,0,103640,0
5,4.6,71,13.3,4,-2.5,0,103310,0
1,8.7,96,12.6,6,-1.4,0,103270,0
0,8.5,94,9.2,5.8,-1,0.2,102710,0
4,2.9,56,11.6,4.6,0,0.2,102190,0
5,1.8,46,14.2,6.6,1.7,0,101610,0
6,3.1,55,15.9,10,5.9,1,100390,0
7,4.7,66,14.5,11.6,7.2,3.7,99350,0
7,0,21,13.8,12.6,10.7,0,98460,0
7,2.6,49,13.9,10.8,7.8,3.6,98730,0
6,4.7,63,10.4,11.6,9.3,1.2,98470,0
5,2.1,44,11.4,8.9,7.4,0.2,98550,0
3,5.4,65,12.5,9.3,7.2,0.6,98950,0
4,4.3,58,11.3,8,3.6,0,99360,0
2,6.4,69,10,5.4,-0.4,0,100190,0
4,1.4,36,13.6,5.1,0.2,0.4,100500,0
5,0.3,24,15.3,6.9,0.2,0.7,100930,0
8,0,18,16.4,9.4,3.4,2.6,101180,0
7,0,18,15.4,15,13.5,0,101290,0
8,0,17,13.6,14,12.6,0,101060,0
7,0,17,13.3,12,10.5,2.7,100200,0
6,0.3,22,12.2,11.6,10,8,99580,0
6,1.3,32,10.9,11.1,10,2.8,99030,0
4,2.5,40,12.7,7.8,4.8,0.8,100400,0
4,4.2,49,11.7,7.8,3,4.2,101250,0
5,4.1,48,9,8.3,4.9,0.2,101650,0
8,0,16,10.1,8,6.9,0.2,101030,0
8,0,15,11.9,7.7,5.3,0,100330,0
8,0,15,11.1,9.2,6.6,4.6,100610,0
8,0,15,14.1,10.1,9.1,7.4,100740,0
7,3,39,12.1,11,8,0.2,100090,0
6,3.7,43,8.9,10.3,8.5,1.6,99980,0
6,0,14,6.4,8.6,8.4,0,101160,0
6,0.2,17,4,3.2,0,6,101470,0
7,0.3,18,4.9,2.4,0.7,0,101040,0
6,0,13,6.9,2.8,0.6,0,101860,0
3,4.2,41,9.1,4.3,1.7,0,102300,0
6,2.1,30,11.2,3.7,-1.7,0,102420,0
7,1.4,25,11.5,5.5,-0.2,0,101940,0
7,0.2,16,13.3,9.2,6.9,1,101020,0
6,3.5,37,14,10.8,8.2,0.2,99930,0
7,0.6,19,15,11,8,5,100420,0
7,2.8,33,14.5,12.3,9.6,0.6,1e+05,0
7,2.2,29,9.1,13,11.4,0.2,1e+05,0
4,6.5,49,8.3,7.2,5.3,0,102050,0
4,3.4,35,9.9,4.2,0.2,0,103160,0
4,6.6,49,6.3,6.2,2.4,0,103180,0
7,0.2,15,3.2,5,3.7,0,103220,0
8,0,12,7.8,3.1,3,0.2,102200,0
8,0,12,10.3,3.4,-0.9,6.8,100370,0
8,0,12,8.8,5,-0.2,4.4,99600,0
8,0,12,9.9,8.3,7.8,0,99680,0
8,0,12,6.6,8.4,6.9,0,100290,0
8,0,12,8.4,6.3,6,0,101310,0
8,0,12,13.3,6.2,4.1,5.2,101340,0
8,0.2,15,13.9,9.9,6.5,1.4,101390,0
7,0,12,12.6,11.2,8.4,4,101070,0
5,0.1,14,9.6,10.4,8.3,4.8,100190,0
6,2.1,28,8.4,8.6,7.6,3.2,1e+05,0
5,2.2,29,7.7,5.9,3.4,0,100880,0
5,0.2,15,9.1,4,0.2,0.2,101100,0
6,0.9,21,12.3,5.7,2.3,1,100820,0
7,2.1,29,9.4,7.9,3.5,3,100170,0
5,6,47,10,8.1,6.8,0,100140,0
6,3.5,36,12.7,6.2,2.3,12.4,100190,0
5,0.9,22,11.5,8.5,4.3,7,98590,0
6,2.3,31,9.3,9,6.4,5.8,99120,0
6,0.1,15,7.6,6.2,3.2,12,99170,0
5,2.6,33,12.3,5,2.3,6.6,99480,0
5,0.5,19,11.3,6.6,1,4.4,100740,0
5,4.2,42,13.4,6.8,2.2,2.2,100490,0
6,0.2,17,15,9.1,4.8,0.8,101370,0
6,4.7,45,13.1,12.8,10.6,0,102210,0
4,6.3,53,11.8,10.1,7.1,0.2,102120,0
6,0.6,21,12,8.1,4.4,0,101460,0
8,0,14,12.6,9.6,7.1,0,101210,0
6,2.4,34,10.8,10.1,7.6,7.2,99880,0
5,4.2,45,11.7,9.2,7.5,1,100340,0
5,2.9,38,9.4,8.5,5.3,0,100750,0
4,3.8,44,10.4,7.9,6.4,0,101060,0
7,2.2,35,9.7,5.9,1.4,2.2,102100,0
8,0.1,18,6.5,8,6.3,6.4,99410,0
6,0.1,18,5.4,6.4,6.2,0,100340,0
4,4.6,50,7.3,3.2,0.9,0,102830,0
7,0.3,21,6.1,2.8,-1.6,0,103540,0
6,0,16,4.9,4,1.8,0,103210,0
6,0.1,19,7.4,1.6,-1.6,0,103180,0
6,5.1,56,4.8,3.4,-0.7,0,103360,0
6,0,17,5.6,3.5,2.2,0,103320,0
5,5.7,61,4.4,3.9,2.2,0,103310,0
7,0,18,5.1,2.5,0.6,0,102580,0
7,3.6,50,8,3.6,2.1,0.2,102270,0
7,0.9,30,7.7,4.4,0.7,0,102380,0
7,3.3,49,6.5,4.6,1.4,0,102100,0
7,0,19,2.6,4.8,3,0.2,102030,0
4,5,62,7.4,0.1,-2.4,0,101910,0
4,6.2,70,6.7,1.8,-3.9,0,101390,0
4,6.2,71,9.5,2.8,-1.2,0,101450,0
3,7.5,80,11,3.3,-2.9,0,101520,0
5,3,52,9.6,5.2,-0.7,0,102030,0
7,0,21,9,7.1,4.6,2.8,101970,0
5,5.9,73,11.8,6,3,0,101900,0
6,4.7,67,10.9,6.3,0.8,0,102570,0
7,2.5,51,12.1,7.2,3.4,0,102360,0
7,1.8,46,15.3,9.4,6.7,0,102590,0
7,2.9,56,15.5,11.5,7.7,0,102580,0
7,1.9,48,18.6,11,6.6,0,102850,0
3,8.5,97,17.7,13.2,7.9,0,103250,0
1,8.5,98,15.9,10.4,3.1,0,103240,0
6,3.6,65,12.5,10,4.1,0,102800,0
6,3.4,65,13.4,9.7,6.9,0,102320,0
2,8,99,11.7,8.8,4.2,0,103580,0
4,5.9,86,13.3,7.6,3.4,0,103130,0
8,0,27,15.6,8.8,4.2,0,102670,0
7,1.1,46,11.5,11.2,6.8,0,101630,0
6,0.9,44,9.9,10,8.6,0.8,100980,0
4,7.8,105,11.6,6.3,2.7,0.2,102190,0
6,0,29,11.7,6.8,2,1,103390,0
7,2,59,12.9,8.2,4.7,0,103810,0
3,8,111,9.6,8.2,3.5,0,103850,0
7,0,30,10.3,7.2,4.7,0,103160,0
7,0.1,34,8,8.8,7.2,1.8,101810,0
5,7.7,114,10.7,5.5,3,0,101300,0
6,4.7,99,12.6,5.7,0.7,0,101370,0
7,0.8,53,15.2,9,5.4,5.2,101350,0
8,0,36,10.7,11.6,8.1,6.2,100040,0
6,4.8,104,11.5,9.5,8.3,0,99690,0
4,6.8,125,12.9,8,4.5,9.4,101450,0
8,0,38,13.1,9.8,6.8,5.2,101130,0
6,5.6,116,10.3,11.5,9.9,5.2,100360,0
6,4.4,105,9.5,8.7,7.1,0,101060,0
4,10.3,163,9,4.8,0.1,0,102830,0
7,0,40,9.6,4.4,-0.1,6.7,102170,0
6,3.4,98,8.5,7.6,5.6,0.6,101390,0
6,3,94,11.3,5.2,2,2,102710,0
8,0,42,10.8,7.6,3.8,0,102730,0
5,2.9,95,11,6.8,2.8,0,103250,0
8,0,43,10.6,8,5,0,103370,0
7,0,44,12.7,9.1,7.6,0,103190,0
7,0.3,55,14.6,10.3,7.9,0,103200,0
5,6.9,147,12.9,9.8,5,0,103700,0
4,9.7,177,13.5,8.6,4.3,0,104200,0
4,6.3,143,10.7,7.9,2.3,0,103940,0
8,0,47,12.5,9.7,8.7,0,103720,0
5,4.9,130,10,9.6,6.8,0,103650,0
7,0.1,53,9.3,7.1,4.2,0,103230,0
7,2.2,96,10.6,5.6,1.8,2.8,103230,0
8,0,49,12.9,7.8,4.9,4,102620,0
8,0,50,14.5,9.6,6.4,2.4,101380,0
8,0,51,16.5,12.4,10.4,0,101520,0
7,2.5,105,17.6,12.6,8.6,0.4,101350,0
8,0,52,15.8,13.6,9.7,0.4,100770,0
7,1.2,85,14,14.4,12.9,0,101150,0
7,4.1,132,12.4,9.2,4.4,0.6,101570,0
7,0,54,13.7,10,7.5,3.5,101010,0
7,3.5,126,14.2,11.3,8.9,2.8,100020,0
6,7,173,14.4,11.8,9.3,6.8,98560,0
7,5.2,152,14.4,10.4,6.4,0.4,98460,0
7,5,150,12.9,11.2,7.9,7,99390,0
6,5.4,157,14.3,10.4,8,3,99920,0
6,4.9,152,12.4,9.8,5.4,0.4,100080,0
5,4.7,150,10.8,7.9,3.4,5.4,100130,0
7,0.7,82,9,8.6,6.3,3.8,99440,0
8,0.1,65,7.8,6.4,3.7,2.8,99380,0
7,0.7,84,9.2,6.3,4.8,0.8,100040,0
4,9.9,222,9.1,4.6,0.1,0,100770,0
5,8.2,203,7.6,4.8,0.6,0.8,100790,0
8,1.7,108,6,4.1,0.6,7,100100,0
8,0,62,9,3.5,1,6.4,99150,0
7,1.5,105,8,4.8,0.6,3.2,99140,0
8,0,64,8.8,6.2,4.3,0,99480,0
7,1.3,103,12.7,6.5,4.2,2.2,100440,0
8,1.3,104,15.1,9.3,5.9,8.4,100610,0
6,7.6,205,13.8,10.9,6.7,0,100790,0
8,0.1,72,22.2,10,6.2,0.8,101410,0
6,5.9,184,14.5,15.9,9.6,1,101010,0
7,1.3,107,16.6,12.8,11.1,1.6,100810,0
7,2.6,133,16.7,12.2,7.8,2.4,101300,0
5,5,174,15.5,13.3,9.9,3.6,100910,0
4,9.8,241,14.1,10.6,5.7,1.8,100430,0
6,6.4,197,14.8,9.6,5.2,4.3,100360,0
4,7.6,214,16.2,9.9,5,2.4,100420,0
6,4.5,170,13.3,11.1,6,0,100420,0
8,3.5,154,10.3,11.4,9.6,0,101310,0
8,0,71,15.7,9.2,8.1,0,101740,0
6,10.1,253,12.4,11.8,7.9,0,101760,0
6,6.5,205,16.7,10,7.7,0,102040,0
5,8.2,230,14.3,9.5,2.3,0,101850,0
7,1.2,113,17.2,10.9,7.5,0,101080,0
7,3.9,167,16.2,13.8,10.3,0.2,100520,0
6,1.8,128,22.6,14,11.8,0,101260,0
6,7.4,222,22.6,15.6,8.5,0,101740,0
5,13.3,301,23,18,13.5,0,101780,0
6,8.8,244,23,17.7,12.4,0.2,101930,0
7,7.5,227,22.1,16.8,10.7,0,101570,0
7,7.9,233,24.9,16.4,10.7,0,101870,0
7,9.2,252,24.5,18,11,1,102060,0
7,1.4,123,25.7,19.5,14.5,6.8,102070,0
3,13.5,309,24.2,18.8,11.8,0,102160,0
4,14.4,321,21.6,17.4,10.7,0,102300,0
3,14.4,322,23.1,15.5,9.4,0,102590,0
2,10.7,276,23.8,15.8,8.6,0,102800,0
1,14.1,320,24.5,17.2,10.5,0,102800,0
2,13.4,313,18,18.2,11.9,0,102400,0
6,5.8,208,18,16.2,14.4,0,102340,0
6,7.3,232,17.2,13.2,8.3,0,102720,0
7,0.7,108,18.1,13.9,10.6,0,102280,0
6,2.7,155,19.6,15,11.8,0,101670,0
7,2.6,154,17,15.4,11.3,4.5,101050,0
7,1.2,123,12.2,14,11.1,10.8,100510,0
8,0.4,100,17.2,10,7.8,0.6,100690,0
7,4.3,186,18.7,12.8,8.3,3.8,100740,0
4,12.7,310,22,15,11.4,0,101110,0
3,14.3,331,20.4,15,8.1,4,101270,0
6,8.5,254,21.4,16.2,12.1,0,100980,0
5,8.5,255,19.5,15.1,8.8,7.8,101100,0
6,6.2,221,18.9,16.5,13.5,3.4,100490,0
5,6.9,232,17.2,15.4,11.9,0.6,100990,0
7,0.5,105,18.4,14,10.9,0,101960,0
7,3.1,168,23.4,14.3,10.2,0,101630,0
7,5.7,214,21.3,18.7,14,1,100920,0
4,10.2,281,17.2,16.2,11.2,1,100900,0
7,2.3,153,19.8,14.2,11.2,3.4,101250,0
6,3.1,169,17.5,17,14.3,3.2,100440,0
6,4.7,199,13,14.6,11.6,5.6,100120,0
7,0.3,99,17.8,11.6,10.1,1.8,100850,0
4,12.6,313,15.5,11.4,5.1,0.2,101940,0
7,0.1,89,18.1,13,10.5,11.6,101000,0
7,2.9,166,18.3,15,12,6,100610,0
7,2.8,164,18.1,14.6,10.9,2.8,101180,0
6,4.3,192,17.9,15.2,12.3,0.6,101960,0
7,3,168,18.6,13.6,9.4,6.6,102460,0
8,0,81,25.2,15.2,11.9,0,102270,0
7,7.2,240,28.4,19.8,14.4,0,102250,0
6,7.3,241,25.2,21.8,15.1,0,101850,0
4,12.6,314,21.8,21.2,17.1,0,101670,0
4,11.4,298,20.5,16.8,11.7,1,102230,0
8,0.3,99,23.8,17,13.4,0.4,101900,0
6,9.2,269,20.2,19.5,15.2,7.4,101300,0
6,6.5,229,18.6,16.6,13,1.4,101090,0
7,0.3,99,20.3,15.4,12.2,5.6,101080,0
6,7,236,22.2,16.8,13.4,8.8,100680,0
4,12.4,311,19,16.6,11.1,0,101440,0
6,1.3,130,19.6,15,10.9,9.4,101740,0
6,5.7,215,19.9,16.6,13.6,0,101280,0
7,9.4,270,17,16.4,12.9,0,101570,0
7,0.1,89,19.6,14,11,0,101940,0
5,3.7,180,19.1,14.8,10.1,0,102220,0
7,0.8,115,23.3,15.2,11.3,0,102350,0
5,9.1,265,19.3,17.7,12.1,0,101830,0
8,0,80,20.5,17.6,15.9,0.6,101370,0
6,5.2,205,22.7,16.6,12.6,0,101450,0
7,5.9,216,21.9,15.8,8.9,0.2,101580,0
7,0.4,101,21,18.2,14.4,0,101200,0
7,2.2,148,18.2,18.4,15.8,0.2,101170,0
8,0.1,87,19.1,16.4,14.6,7.4,100980,0
7,0.4,100,19.8,16.8,14.6,3.9,100270,0
4,12.8,310,20.2,15.7,11.6,0.2,100720,0
5,7.6,240,20,15.6,11.1,0,101280,0
7,3.4,171,22.3,16.2,12.3,2.2,101300,0
6,5.9,213,22.8,17.7,13.1,0.2,101130,0
5,8.1,245,21.9,18.4,14,0,100920,0
5,10.3,275,23.2,17.5,13.1,0,101200,0
6,9.2,259,26.3,17.4,11.6,0,101270,0
5,10.6,277,21.8,20.4,14.4,0.6,100670,0
5,8.5,248,22.5,18.8,15.8,0,100740,0
5,9.3,258,23.5,17.8,13,2.2,101400,0
5,8.6,248,21.9,19.2,14.8,0.2,101270,0
5,11.5,285,22.7,16.6,11.4,0,102220,0
6,10.6,273,21,17.4,12,0,102300,0
6,5.6,202,23.1,16.6,12.1,2,101540,0
6,4.5,184,21.7,18.1,13.1,0,101170,0
7,1.8,132,22.3,17.8,13.9,0.8,101040,0
7,3.1,158,22.5,18.6,15,0.4,100630,0
6,8.5,241,22.6,17.8,13.1,1.6,100640,0
6,7.1,221,21.9,17.7,12.8,4.2,101340,0
5,6.4,210,20.8,16.8,11.8,0,101790,0
5,8.1,233,18.4,16.4,11.9,0,102290,0
7,0,71,23.1,15,11.5,0.8,102020,0
3,14.3,307,26.6,18.5,13.9,0,102530,0
1,14.2,305,27.2,19.4,12.3,0,102910,0
1,13.4,295,29.2,19.2,11.1,0,102530,0
2,13.7,297,29.9,20.8,12.4,0,102240,0
1,13.9,298,26,21.9,13.9,0,101870,0
2,8.1,226,31.2,21.2,16.4,0,101910,0
5,11.9,272,29.7,23.4,15.5,0,101540,0
4,13.6,290,23.8,22.7,15.7,0,101710,0
3,12,271,22,19.4,15,0,101700,0
5,8,220,26.7,16.8,11.7,0,101820,0
6,8,219,22.6,20.9,15.1,7.8,101360,0
5,10.1,244,24.7,18.4,14.2,0,101640,0
6,11.3,257,25.3,18,11.4,0,102120,0
6,6.6,197,22.6,19.8,14.3,0,101680,0
6,7.2,204,25,19,15.4,0,101990,0
5,10.9,248,22.2,18,10.9,0,102050,0
6,5.2,174,22.7,17.4,12.7,0,101470,0
6,8,210,20.4,19.4,16,0,100530,0
5,7.5,202,19.4,16.1,11.8,0.8,101150,0
7,0,62,19,14.2,9,5.2,101100,0
4,3.1,137,22.1,15.3,11.6,0.2,101410,0
5,8.4,210,17.8,16,9.8,0.4,101890,0
7,0.1,67,20.3,16.8,15.7,0.2,101720,0
2,10.9,235,20.1,14.8,9.2,0,102370,0
4,6.8,186,22.7,14.4,8.6,0,102430,0
5,9.9,221,21.7,16.1,9.5,0,102210,0
6,3.3,134,22.7,17.4,13.2,0,102000,0
5,7.7,192,25.9,17,11.2,1.2,101590,0
7,5.6,158,23.3,20.7,15.5,0,101070,0
8,2.1,107,22.4,18.5,13.7,12.8,101250,0
6,6.3,164,20.2,18.8,15.1,0.2,101160,0
6,1,85,20,16.1,12,20.2,100680,0
7,2.8,115,21.7,17.4,14.9,3.3,100270,0
6,3.1,119,23.3,17.4,13,0,100700,0
6,9.6,195,23.3,19.6,15.8,2.2,100160,0
6,5.1,143,21.5,19.4,15.6,0.1,100070,0
6,4.7,137,21,18.8,16,2.8,99610,0
5,7.8,171,18.2,18,15.1,0.4,99960,0
6,6.6,156,14.8,14.7,11.2,0,100140,0
5,5.3,140,15.9,10.8,6.9,10.6,99840,0
6,7.7,165,17.6,11.5,7.1,0,99850,0
5,8.8,175,18.7,12.7,7.8,0.6,100320,0
7,0.9,74,18.6,13.7,8.7,2,100570,0
5,8.6,170,18.4,13.5,8.4,0,100940,0
5,7.9,161,21.6,13.3,8.2,0,101620,0
7,0.9,71,23.6,16.5,11.4,0,102270,0
6,5,127,21.4,19.4,15.1,0,102970,0
3,8.3,160,21.6,17.4,13.3,0,103350,0
4,7.5,150,18.4,17.8,14.1,0,103220,0
7,0.8,66,21.5,16.1,13.8,0,102600,0
3,10,170,22,16.8,12,0,102040,0
5,6.9,140,23,17.5,13,0,101480,0
6,6.8,137,22.2,18.1,13.2,0.4,100880,0
7,0.8,63,19.2,18.4,14.7,21.4,100050,0
8,1.2,69,18.1,16.7,14.2,3.6,99820,0
7,0.2,48,16.8,16.6,15,0,100480,0
7,0,40,18.4,15,13.3,3.6,100460,0
6,6.8,130,17.8,16,13.6,17,99540,0
6,4,100,14.2,15.4,13.1,0,100280,0
5,0.2,46,11.6,12.6,11.1,0,101280,0
5,2.7,83,12.5,8.5,5.4,0,101390,0
7,2.8,84,11.9,10.6,8.8,1.4,100750,0
7,0.8,56,12.1,10,8.2,11.4,101080,0
8,0,36,13.2,10.5,8.9,0,101650,0
7,0.1,40,11.9,11.5,9.8,0.2,102040,0
8,0,35,15.4,10.7,9.5,0,102550,0
7,2.9,79,16.1,12.7,10,2.8,101930,0
6,1.8,66,17.7,12.7,9.3,1.4,101060,0
5,6.4,109,16,13.6,9.5,0,101000,0
4,8.7,126,17.8,12.8,9.5,0.8,101570,0
8,0,32,18.3,13.2,8.6,2.8,101550,0
7,1.9,63,16.1,14.7,11.1,1.2,101530,0
6,8.6,120,17.1,11.6,7.1,0,102200,0
7,0.1,34,14.5,11.6,6.1,11,101090,0
6,5.8,96,12.4,12.2,9.8,0,100210,0
2,9.1,119,13.3,7.6,2.9,0,101870,0
4,7.9,109,15.7,8.4,3.4,0,101770,0
6,1.8,57,19.1,9.9,4.1,3.2,101850,0
6,1.9,57,17.9,13.5,7.9,0,100890,0
8,0.1,31,17.4,16.6,15.2,8.2,101210,0
7,1.9,55,15.1,16.6,15.8,3.4,100720,0
6,0,26,13.4,10.6,6,15.8,99710,0
3,6.4,90,14.4,11.3,9.2,1.8,99710,0
5,4.9,78,16,9.8,5.3,4.8,100970,0
7,0.8,40,14,11.7,7.4,4.8,100430,0
7,2.5,57,12.7,13.2,12.4,1.6,100010,0
4,7.4,91,11.1,10.1,7.5,1.4,101180,0
5,5.2,75,9.5,9.2,7.3,1.4,101590,0
8,0,23,10.5,7.6,5.8,24.4,100460,0
4,7.3,87,10.6,7,3.5,1.2,100590,0
7,0,22,10.3,7.6,4.5,9.8,99790,0
7,1.1,39,8.1,8.5,6.7,3.8,98900,0
5,3.2,56,11.1,5.1,2.1,0,100500,0
6,3.1,55,12.7,5.6,0.1,2,101370,0
5,4.6,64,14.5,9.3,5.9,0,102300,0
6,2.6,49,16.6,10,5.4,4.4,102400,0
8,1.1,36,15.9,13,9.5,5.6,101340,0
6,5.9,69,12,13.8,11.8,5.2,101190,0
3,8.1,80,10.8,10.4,8.9,0,101780,0
5,7,73,10.8,6.2,1.6,2.2,102300,0
7,1.9,40,9.2,7.4,4,0,100600,0
7,0,19,8.9,7.6,6,10.2,100480,0
7,2.5,44,8.8,6,3.2,0.2,100190,0
4,1.2,33,7.1,6.1,3.4,0.2,101650,0
2,6.1,64,7.3,4,1,0,102770,0
6,6.5,65,7.4,3.2,-0.8,0.2,103020,0
7,2.5,41,7.3,3.6,-0.2,0,102780,0
7,0,17,6.4,4.8,2.2,0.2,102710,0
5,0.9,28,6.9,3,-0.3,0,103300,0
4,1.2,30,5.7,3.4,0,0,103360,0
6,1.2,30,6.3,2.6,-0.4,0,102550,0
5,1.9,35,8.6,3.4,0.6,0,102310,0
8,0,16,6,4.9,1.2,7.8,101790,0
8,0,15,10.6,6,5.9,0,101660,0
6,0,15,11.5,6,1.3,0.4,101840,0
7,0,15,12.5,8,4.4,0.1,101950,0
6,0,15,8.3,9.8,7.1,3.5,101310,0
2,7.1,59,6.5,4.5,0.7,0,102020,0
5,1.5,29,5.1,4.6,2.8,0,103030,0
8,0,14,4.3,4,3,0,103580,0
6,3.5,38,4.3,3.6,2.8,0,103040,0
8,0,13,5.5,3,1.7,0.2,102100,0
5,4.8,44,5.7,2.6,-0.4,0,101460,0
4,1,23,4.3,1.4,-2.8,0.2,101640,0
2,6.9,52,9.1,0.2,-3.8,0,102510,0
7,0,13,10.5,3.6,-1.8,0.2,102870,0
8,0,13,12.2,6.4,2.3,2.2,102320,0
7,1.6,26,10.6,10.6,8.9,0,101970,0
7,0.5,18,13.4,8.6,6.7,5.4,101530,0
7,0,12,14.1,9,4.5,0.4,101610,0
7,0.3,16,14.2,10.3,6.5,2,101240,0
6,0.3,16,14.8,10.9,7.6,0,102540,0
8,0.1,14,13.2,11.4,8,0.4,102440,0
7,0,12,12.1,12.8,12.3,2.7,102470,0
6,3.2,34,10.2,8.7,5.3,0,103100,0
7,0,12,10.8,8.3,6.4,1.2,102240,0
